type,quantile,value,target,forecast_date,target_end_date,location
quantile,0.1,2111930.3,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.15,2112597.4,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.2,2113433.95,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.25,2113892.5,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.3,2114414.625,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.35,2115147.2,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.4,2116171.0,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.45,2116893.675,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.5,2118034.25,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.55,2119009.1875,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.6,2120488.05,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.65,2121597.7625,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.7,2124428.375,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.75,2128767.75,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.8,2133080.8,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.85,2137454.6,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.9,2148521.825,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.95,2187473.3874999997,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.975,2221415.7875,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.99,2364064.0999999978,70.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-18,New York State
quantile,0.01,2110079.4425,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.025,2110438.03125,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.05,2110832.6,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.1,2111980.575,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.15,2112666.275,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.2,2113492.3,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.25,2113983.0,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.3,2114557.375,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.35,2115307.725,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.4,2116444.3,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.45,2117089.85,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.5,2118223.375,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.55,2119241.4625,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.6,2120823.95,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.65,2122145.0125,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.7,2125101.25,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.75,2130020.875,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.8,2134510.65,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.85,2140081.5,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.9,2153939.875,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.95,2200853.7249999996,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.975,2250327.2375000003,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.99,2453988.1374999965,80.0 days ahead cum model_0/Cumulative_cases_state,2021-08-09,2021-10-28,New York State
quantile,0.01,137408.365,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.025,137422.62578125,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.05,137437.69296875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
